סוג מוצר,שם קופה,שם חברה,קוד קופה,חשיפה למניות,"חשיפה לחו""ל","חשיפה למט""ח","אג""ח ממשלתיות סחירות","אג""ח קונצרני סחיר ותעודות סל אג""חיות","אג""ח קונצרניות לא סחירות","מניות, אופציות ותעודות סל מנייתיות",פיקדונות,הלוואות,מזומנים ושווי מזומנים,קרנות נאמנות,נכסים אחרים,נכסים סחירים ונזילים,נכסים לא סחירים,נכסים בארץ,"נכסים בחו""ל ובמט""ח",מקור
קרן פנסיה,מגדל מקפת משלימה עוקב מדדים - גמיש,,14245,49.81%,95.8%,99.67%,0.0%,45.99%,0.0%,49.81%,0.0%,0.0%,5.04%,0.0%,-0.85%,100.85%,-0.85%,1.04%,98.96%,Pensia.xml
קרן פנסיה,"מור פנסיה כללית - אשראי ואג""ח",,13923,1.97%,3.92%,5.1%,32.27%,55.35%,3.96%,2.04%,0.0%,0.0%,6.23%,0.07%,0.15%,95.86%,4.14%,95.03%,4.97%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - כספי (שקלי),,13926,0.0%,0.0%,0.0%,95.73%,0.0%,0.0%,0.0%,0.0%,0.0%,2.24%,0.0%,2.03%,97.97%,2.03%,100.0%,0.0%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - מניות,,13922,93.68%,61.05%,21.59%,29.35%,5.8%,0.24%,41.52%,0.0%,0.13%,19.72%,6.49%,3.24%,98.74%,1.26%,86.77%,13.23%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - מסלול בסיסי למקבלי קצבה,,13927,20.98%,11.43%,10.99%,42.15%,22.59%,1.33%,18.63%,0.0%,0.32%,14.57%,6.73%,0.41%,98.16%,1.84%,93.65%,6.35%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - מסלול לבני 50 ומטה,,13919,54.04%,39.2%,20.94%,21.48%,24.96%,2.86%,27.75%,0.0%,1.26%,16.64%,7.49%,5.06%,91.76%,8.24%,86.92%,13.08%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - מסלול לבני 50 עד 60,,13920,43.22%,31.65%,17.3%,25.36%,29.93%,2.71%,20.43%,0.0%,1.01%,16.9%,4.44%,3.67%,93.56%,6.44%,87.45%,12.55%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - מסלול לבני 60 ומעלה,,13921,25.09%,20.44%,15.46%,31.86%,30.82%,2.88%,10.62%,0.0%,1.44%,19.64%,0.05%,2.74%,93.69%,6.31%,84.76%,15.24%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - משולב סחיר,,14337,43.84%,30.3%,18.82%,27.67%,30.48%,0.07%,34.22%,0.0%,0.0%,7.31%,12.75%,0.25%,99.82%,0.18%,98.51%,1.49%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - עוקב מדדי מניות,,13925,99.62%,99.62%,100.07%,20.55%,0.0%,0.0%,65.66%,0.0%,0.0%,12.94%,5.71%,0.85%,100.99%,-0.99%,88.0%,12.0%,Pensia.xml
קרן פנסיה,מור פנסיה כללית - עוקב מדדים גמיש,,14338,44.73%,87.26%,98.48%,1.98%,42.52%,0.0%,44.73%,0.0%,0.0%,10.88%,2.89%,-0.11%,100.11%,-0.11%,63.2%,36.8%,Pensia.xml
קרן פנסיה,"מור פנסיה כללית מתמחים באפיקי השקעה סחירים אג""ח סחיר",,15271,2.44%,1.56%,3.93%,25.1%,51.51%,0.13%,15.2%,0.0%,0.0%,8.02%,12.76%,0.04%,99.75%,0.25%,96.13%,3.87%,Pensia.xml
קרן פנסיה,מור פנסיה כללית מתמחים באפיקי השקעה סחירים מניות סחיר,,15270,93.31%,60.2%,24.08%,31.07%,5.97%,0.0%,45.1%,0.0%,0.0%,15.16%,11.56%,2.69%,99.57%,0.43%,88.7%,11.3%,Pensia.xml
קרן פנסיה,מור פנסיה כללית עוקבי מדדים עוקב מדד s1;p 500,,15273,99.83%,99.83%,100.13%,21.22%,0.0%,0.0%,53.38%,0.0%,0.0%,23.42%,13.6%,1.97%,100.65%,-0.65%,79.73%,20.27%,Pensia.xml
קרן פנסיה,"מור פנסיה כללית עוקבי מדדים עוקב מדדי אג""ח",,15272,0.0%,89.74%,97.04%,0.0%,89.76%,0.0%,0.0%,0.0%,0.0%,10.54%,0.0%,-0.3%,100.3%,-0.3%,32.6%,67.4%,Pensia.xml
קרן פנסיה,מור פנסיה כללית עוקבי מדדים עוקב מדדים - למקבלי קצבה,,15274,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,99.57%,0.0%,0.43%,99.57%,0.43%,100.0%,0.0%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה  מתמחים באפיקי השקעה סחירים מניות סחיר,"מור גמל ופנסיה בע""מ",15263,69.91%,44.31%,17.28%,17.81%,4.03%,0.0%,31.53%,0.0%,0.0%,16.24%,5.15%,2.05%,99.49%,0.51%,90.28%,9.72%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה  עוקבי מדדים עוקב מדד s1;p 500,"מור גמל ופנסיה בע""מ",15266,69.58%,69.58%,69.89%,24.46%,0.0%,0.0%,18.73%,0.0%,0.0%,26.37%,0.0%,1.95%,101.89%,-1.89%,86.24%,13.76%,Pensia.xml
קרן פנסיה,"מור פנסיה מקיפה - אשראי ואג""ח","מור גמל ופנסיה בע""מ",13913,3.01%,4.29%,4.77%,13.78%,41.97%,5.83%,2.7%,0.0%,1.46%,4.6%,0.06%,0.69%,88.02%,11.98%,95.78%,4.22%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - כספי (שקלי),"מור גמל ופנסיה בע""מ",13914,0.0%,0.0%,0.0%,68.32%,0.03%,0.0%,0.0%,0.0%,0.0%,-0.14%,0.0%,0.25%,97.77%,2.23%,100.0%,0.0%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - מניות,"מור גמל ופנסיה בע""מ",13912,70.72%,45.21%,20.98%,20.41%,3.3%,0.2%,28.12%,0.0%,0.15%,16.07%,1.48%,3.39%,94.65%,5.35%,81.87%,18.13%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - מסלול בסיסי למקבלי קצבה,"מור גמל ופנסיה בע""מ",13916,8.02%,2.06%,2.12%,7.3%,2.62%,0.29%,8.02%,0.0%,0.88%,18.93%,1.39%,0.12%,96.45%,3.55%,99.3%,0.7%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - מסלול לבני 50 ומטה,"מור גמל ופנסיה בע""מ",13909,56.38%,41.12%,21.85%,9.83%,12.23%,2.82%,22.99%,0.0%,1.5%,14.79%,2.14%,7.58%,82.14%,17.86%,80.65%,19.35%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - מסלול לבני 50 עד 60,"מור גמל ופנסיה בע""מ",13910,46.5%,34.41%,19.79%,12.81%,15.74%,3.1%,17.72%,0.0%,1.32%,15.06%,1.01%,5.62%,86.04%,13.96%,80.98%,19.02%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - מסלול לבני 60 ומעלה,"מור גמל ופנסיה בע""מ",13911,22.11%,18.09%,14.0%,22.9%,18.96%,3.25%,8.16%,0.0%,1.62%,13.03%,0.09%,3.81%,87.49%,12.51%,87.73%,12.27%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - משולב סחיר,"מור גמל ופנסיה בע""מ",14339,41.49%,28.4%,15.74%,9.44%,22.55%,0.1%,19.94%,0.0%,0.0%,19.72%,4.68%,0.99%,99.56%,0.44%,91.3%,8.7%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - עוקב מדדי מניות,"מור גמל ופנסיה בע""מ",13915,69.66%,74.21%,69.99%,27.75%,0.0%,0.0%,23.82%,0.0%,0.0%,16.57%,8.46%,2.3%,101.23%,-1.23%,82.46%,17.54%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה - עוקב מדדים גמיש,"מור גמל ופנסיה בע""מ",14340,39.66%,73.12%,69.41%,4.94%,33.46%,0.0%,17.44%,0.0%,0.0%,13.64%,2.28%,1.28%,100.75%,-0.75%,69.97%,30.03%,Pensia.xml
קרן פנסיה,"מור פנסיה מקיפה מתמחים באפיקי השקעה סחירים אג""ח סחיר","מור גמל ופנסיה בע""מ",15264,3.65%,2.3%,3.64%,15.54%,43.63%,0.1%,3.65%,0.0%,0.0%,10.18%,0.0%,0.03%,99.68%,0.32%,96.41%,3.59%,Pensia.xml
קרן פנסיה,"מור פנסיה מקיפה עוקבי מדדים עוקב מדדי אג""ח","מור גמל ופנסיה בע""מ",15265,0.0%,68.9%,68.39%,0.0%,68.9%,0.0%,0.0%,0.0%,0.0%,2.16%,0.0%,-0.34%,100.48%,-0.48%,49.83%,50.17%,Pensia.xml
קרן פנסיה,מור פנסיה מקיפה עוקבי מדדים עוקב מדדים - למקבלי קצבה,"מור גמל ופנסיה בע""מ",15267,9.44%,6.56%,6.56%,0.0%,4.01%,0.0%,9.44%,0.0%,0.0%,19.55%,0.0%,-0.03%,100.08%,-0.08%,100.0%,0.0%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית  עוקב מדדים למקבלי קצבה,,15665,84.97%,63.06%,34.78%,16.72%,0.0%,0.0%,64.51%,0.0%,0.0%,19.01%,0.0%,-0.23%,100.17%,-0.17%,77.71%,22.29%,Pensia.xml
קרן פנסיה,"מיטב פנסיה כללית אשראי ואג""ח",,2108,3.06%,19.98%,8.48%,38.26%,31.01%,4.14%,3.13%,-0.16%,5.14%,5.15%,3.62%,9.98%,81.07%,18.93%,76.94%,23.06%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית בסיסי למקבלי קצבה,,12158,32.28%,37.97%,20.87%,16.39%,35.74%,2.87%,24.69%,-0.22%,3.43%,5.07%,3.83%,9.06%,84.75%,15.25%,68.8%,31.2%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית הלכה,,2159,45.19%,33.41%,16.26%,83.6%,0.0%,0.0%,0.03%,0.0%,0.0%,14.54%,0.0%,1.83%,99.71%,0.29%,85.25%,14.75%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית הלכה למקבלי קצבה,,13286,37.82%,15.61%,5.43%,91.41%,0.0%,0.0%,0.08%,0.0%,0.0%,8.05%,0.0%,0.46%,100.12%,-0.12%,96.12%,3.88%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית לבני 50 ומטה,,2158,52.17%,48.29%,20.11%,20.11%,15.33%,2.68%,40.07%,-0.28%,3.77%,6.32%,2.91%,10.26%,82.8%,17.2%,63.5%,36.5%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית לבני 50 עד 60,,9972,44.17%,43.0%,18.73%,24.44%,17.81%,2.73%,33.68%,-0.27%,3.56%,5.9%,2.85%,10.31%,83.31%,16.69%,66.6%,33.4%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית לבני 60 ומעלה,,9973,26.04%,33.43%,13.37%,32.78%,22.46%,3.4%,20.03%,-0.23%,4.19%,4.82%,3.14%,10.09%,82.34%,17.66%,71.55%,28.45%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית מניות,,2109,94.01%,65.3%,24.48%,13.62%,0.32%,0.0%,72.07%,-0.38%,0.0%,11.69%,2.06%,2.45%,97.04%,2.96%,54.9%,45.1%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית מניות סחיר,,15361,100.0%,100.0%,100.0%,83.44%,0.0%,0.0%,11.12%,0.0%,0.0%,4.3%,0.0%,1.15%,102.47%,-2.47%,82.94%,17.06%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית מקבלי קצבה קיימים,,2160,0.0%,0.0%,0.31%,90.4%,4.58%,1.94%,0.0%,0.0%,0.0%,3.08%,0.0%,0.0%,98.06%,1.94%,99.69%,0.31%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית משולב סחיר,,14267,95.81%,0.1%,5.42%,19.88%,0.15%,0.0%,75.15%,0.0%,0.0%,4.64%,0.0%,0.18%,97.67%,2.33%,96.35%,3.65%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית עוקב מדד S1;P500,,13285,99.66%,100.0%,100.0%,58.87%,0.0%,0.0%,13.4%,0.0%,0.0%,29.5%,0.0%,-1.77%,101.33%,-1.33%,95.51%,4.49%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית עוקב מדדי מניות,,15362,98.52%,100.0%,5.75%,66.29%,0.0%,0.0%,15.23%,0.0%,0.0%,14.34%,0.0%,4.15%,95.85%,4.15%,77.71%,22.29%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית עוקב מדדים גמיש,,14268,43.46%,96.46%,48.9%,46.34%,4.3%,0.0%,43.54%,0.0%,0.0%,6.12%,0.0%,-0.3%,100.22%,-0.22%,79.59%,20.41%,Pensia.xml
קרן פנסיה,מיטב פנסיה כללית קיימות,,14269,97.08%,97.08%,6.06%,81.61%,0.0%,0.0%,3.14%,0.0%,0.0%,8.68%,0.0%,6.57%,99.95%,0.05%,89.33%,10.67%,Pensia.xml
קרן פנסיה,"מיטב פנסיה מקיפה אג""ח סחיר","מיטב גמל ופנסיה בע""מ",15359,0.0%,69.93%,71.55%,15.2%,29.41%,0.0%,1.53%,0.0%,0.0%,4.06%,22.29%,0.19%,84.86%,15.14%,31.78%,68.22%,Pensia.xml
קרן פנסיה,"מיטב פנסיה מקיפה אשראי ואג""ח","מיטב גמל ופנסיה בע""מ",2104,2.94%,18.24%,9.18%,20.18%,23.55%,4.03%,2.92%,-0.1%,4.96%,5.93%,3.03%,8.97%,64.67%,35.33%,81.76%,18.24%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה בסיסי למקבלי קצבה,"מיטב גמל ופנסיה בע""מ",12157,14.77%,19.6%,10.97%,4.57%,9.74%,1.58%,11.26%,-0.08%,2.13%,4.56%,1.34%,6.8%,43.98%,56.02%,85.02%,14.98%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה הלכה,"מיטב גמל ופנסיה בע""מ",2156,45.88%,35.87%,16.23%,62.1%,0.0%,0.0%,0.0%,0.0%,0.0%,8.28%,0.0%,1.87%,85.05%,14.95%,85.58%,14.42%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה הלכה למקבלי קצבה,"מיטב גמל ופנסיה בע""מ",12966,21.64%,18.78%,4.67%,32.7%,0.0%,0.0%,0.03%,0.0%,0.0%,7.45%,0.0%,0.75%,58.34%,41.66%,91.26%,8.74%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה לבני 50 ומטה,"מיטב גמל ופנסיה בע""מ",2155,53.1%,47.72%,20.48%,3.05%,7.72%,1.35%,40.91%,-0.22%,2.08%,4.34%,1.98%,12.22%,65.67%,34.33%,66.58%,33.42%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה לבני 50 עד 60,"מיטב גמל ופנסיה בע""מ",9967,44.36%,43.16%,18.67%,6.17%,10.69%,1.42%,34.14%,-0.2%,1.88%,4.58%,2.1%,12.71%,65.73%,34.27%,68.58%,31.42%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה לבני 60 ומעלה,"מיטב גמל ופנסיה בע""מ",9968,26.07%,32.62%,13.3%,12.74%,17.02%,2.55%,20.11%,-0.16%,2.84%,4.54%,2.43%,11.16%,65.6%,34.4%,74.11%,25.89%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה מניות,"מיטב גמל ופנסיה בע""מ",2105,69.25%,48.98%,24.01%,8.45%,0.08%,0.0%,53.15%,-0.27%,0.0%,9.0%,1.51%,2.86%,81.64%,18.36%,67.08%,32.92%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה מניות סחיר,"מיטב גמל ופנסיה בע""מ",15360,69.6%,69.6%,68.24%,56.07%,0.0%,0.0%,7.47%,0.0%,0.0%,8.55%,0.0%,0.8%,87.3%,12.7%,88.54%,11.46%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה מקבלי קצבה קיימים,"מיטב גמל ופנסיה בע""מ",2157,0.0%,0.0%,0.38%,30.12%,5.3%,1.53%,0.0%,0.0%,0.0%,3.36%,0.0%,0.0%,55.92%,44.08%,99.67%,0.33%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה משולב סחיר,"מיטב גמל ופנסיה בע""מ",14259,67.6%,0.07%,3.84%,14.03%,0.11%,0.0%,53.02%,0.0%,0.0%,7.36%,0.0%,0.12%,83.87%,16.13%,97.43%,2.57%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה עוקב מדד S1;P500,"מיטב גמל ופנסיה בע""מ",13260,70.88%,72.99%,72.44%,41.87%,0.0%,0.0%,9.53%,0.0%,0.0%,22.28%,0.0%,-1.27%,86.34%,13.66%,96.8%,3.2%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה עוקב מדדי מניות,"מיטב גמל ופנסיה בע""מ",1589,69.5%,72.17%,4.26%,46.76%,0.0%,0.0%,10.74%,0.0%,0.0%,12.33%,0.0%,2.91%,81.81%,18.19%,84.28%,15.72%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה עוקב מדדים גמיש,"מיטב גמל ופנסיה בע""מ",14260,45.08%,70.36%,36.2%,22.11%,2.05%,0.0%,45.12%,0.0%,0.0%,2.93%,0.0%,-0.05%,85.24%,14.76%,87.71%,12.29%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה עוקב מדדים למקבלי קצבה,"מיטב גמל ופנסיה בע""מ",15666,32.31%,23.71%,17.23%,8.65%,0.0%,0.0%,21.24%,0.0%,0.0%,41.24%,0.0%,-0.15%,71.1%,28.9%,91.05%,8.95%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה קיימות,"מיטב גמל ופנסיה בע""מ",14261,69.38%,69.38%,4.33%,58.32%,0.0%,0.0%,2.25%,0.0%,0.0%,8.33%,0.0%,4.7%,85.39%,14.61%,92.37%,7.63%,Pensia.xml
קרן פנסיה,מיטב פנסיה מקיפה קצבה לזכאים קיימים,"מיטב גמל ופנסיה בע""מ",8645,0.0%,0.0%,0.24%,24.76%,2.0%,1.35%,0.0%,0.0%,0.0%,3.73%,0.0%,0.0%,46.4%,53.6%,99.76%,0.24%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - בסיסי למקבלי קצבה,,12154,17.62%,23.38%,14.36%,10.89%,31.08%,0.52%,14.45%,0.0%,6.62%,8.78%,2.92%,25.07%,67.78%,32.22%,76.44%,23.56%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - יעד לפרישה 2025,,1609,21.84%,34.61%,14.71%,23.37%,19.1%,0.65%,18.18%,0.11%,9.08%,7.9%,2.14%,19.87%,69.8%,30.2%,67.77%,32.23%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - יעד לפרישה 2030,,1619,32.89%,31.37%,15.99%,19.07%,17.41%,0.54%,27.02%,0.04%,7.46%,14.15%,2.48%,12.44%,79.03%,20.97%,67.48%,32.52%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - יעד לפרישה 2035,,1638,41.04%,37.66%,20.73%,15.31%,14.43%,0.55%,33.76%,0.04%,7.57%,12.79%,2.71%,13.6%,77.38%,22.62%,62.42%,37.58%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - יעד לפרישה 2040,,1645,46.39%,40.24%,20.95%,9.51%,14.99%,0.6%,37.97%,0.03%,8.04%,13.92%,2.63%,13.17%,77.27%,22.73%,60.65%,39.35%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - יעד לפרישה 2045,,1651,53.52%,43.76%,21.24%,7.48%,13.53%,0.43%,43.71%,0.02%,5.88%,14.73%,2.82%,12.38%,80.51%,19.49%,57.78%,42.22%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - יעד לפרישה 2055,,1653,56.52%,44.37%,21.43%,7.33%,13.75%,0.41%,46.44%,0.01%,5.48%,12.62%,2.78%,12.19%,81.19%,18.81%,57.33%,42.67%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - יעד לפרישה 2060,,1666,57.75%,46.07%,21.52%,7.59%,13.42%,0.44%,47.22%,0.01%,5.73%,10.21%,2.84%,13.61%,79.46%,20.54%,55.26%,44.74%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה - מקבלי קצבה קיימים,,2213,0.0%,0.0%,0.0%,102.48%,0.0%,0.0%,0.0%,0.0%,0.0%,1.85%,0.0%,-4.33%,104.33%,-4.33%,100.0%,0.0%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה -יעד לפרישה 2050,,1652,56.12%,46.06%,21.39%,7.61%,13.85%,0.42%,45.84%,0.02%,5.67%,11.0%,2.84%,13.79%,79.27%,20.73%,55.43%,44.57%,Pensia.xml
קרן פנסיה,"מנורה מבטחים משלימה אשראי ואג""ח",,13351,20.05%,23.05%,19.61%,34.2%,37.41%,0.0%,15.58%,0.0%,0.0%,9.96%,3.13%,0.18%,100.4%,-0.4%,79.22%,20.78%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה יעד לפרישה 2065,,13307,58.88%,39.09%,20.84%,8.34%,23.14%,0.0%,47.88%,0.0%,0.0%,18.15%,2.91%,0.67%,99.62%,0.38%,65.1%,34.9%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה מניות,,14677,93.19%,60.12%,25.11%,3.04%,0.0%,0.0%,75.84%,0.0%,0.0%,20.54%,1.71%,0.59%,99.24%,0.76%,54.52%,45.48%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה משולב סחיר,,14308,64.34%,67.91%,67.91%,0.0%,24.4%,0.0%,72.29%,0.0%,0.0%,9.94%,7.99%,-6.63%,106.63%,-6.63%,35.27%,64.73%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה עוקב מדד S1;P500,,13875,98.51%,101.66%,95.62%,0.0%,0.0%,0.0%,33.91%,0.0%,0.0%,64.99%,4.57%,1.1%,100.99%,-0.99%,82.91%,17.09%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה עוקב מדדי מניות,,13352,99.24%,99.26%,70.77%,0.0%,0.0%,0.0%,99.24%,0.0%,0.0%,1.31%,0.0%,-0.55%,100.55%,-0.55%,97.25%,2.75%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה עוקב מדדים גמיש,,14309,48.23%,36.22%,27.11%,0.0%,35.02%,0.0%,59.7%,0.0%,0.0%,5.81%,14.76%,-0.53%,100.53%,-0.53%,99.12%,0.88%,Pensia.xml
קרן פנסיה,מנורה מבטחים משלימה קיימות,,14349,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - כללי,"מנורה מבטחים פנסיה וגמל בע""מ",2009,49.41%,39.96%,21.56%,1.55%,4.5%,0.3%,40.96%,0.13%,6.46%,6.23%,2.48%,11.75%,58.82%,41.18%,62.93%,37.07%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול הלכה,"מנורה מבטחים פנסיה וגמל בע""מ",2182,46.37%,31.87%,20.44%,65.04%,0.0%,0.0%,0.02%,0.0%,0.0%,6.99%,0.0%,1.61%,79.67%,20.33%,94.5%,5.5%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2025,"מנורה מבטחים פנסיה וגמל בע""מ",2012,23.5%,32.43%,15.73%,14.16%,10.74%,0.57%,19.46%,0.0%,7.65%,4.45%,2.29%,14.58%,54.51%,45.49%,70.6%,29.4%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2030,"מנורה מבטחים פנסיה וגמל בע""מ",2013,27.6%,27.4%,15.84%,8.03%,12.49%,0.61%,22.76%,0.0%,7.97%,8.83%,2.28%,11.35%,57.75%,42.25%,72.5%,27.5%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2035,"מנורה מבטחים פנסיה וגמל בע""מ",2014,38.42%,34.57%,20.86%,4.49%,5.42%,0.57%,31.41%,0.0%,7.52%,10.49%,2.56%,12.06%,57.51%,42.49%,66.57%,33.43%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2040,"מנורה מבטחים פנסיה וגמל בע""מ",2015,46.96%,38.54%,20.91%,3.56%,4.11%,0.49%,38.81%,0.0%,6.38%,5.65%,2.01%,13.56%,56.49%,43.51%,62.86%,37.14%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2045,"מנורה מבטחים פנסיה וגמל בע""מ",2016,50.47%,41.02%,21.13%,3.36%,3.47%,0.26%,41.34%,0.0%,3.54%,7.93%,2.19%,12.64%,60.95%,39.05%,60.83%,39.17%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2050,"מנורה מבטחים פנסיה וגמל בע""מ",2183,52.52%,41.39%,21.44%,3.06%,3.15%,0.26%,43.06%,0.0%,3.48%,7.0%,2.24%,12.46%,61.17%,38.83%,60.19%,39.81%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2055,"מנורה מבטחים פנסיה וגמל בע""מ",2184,56.34%,42.22%,21.37%,1.57%,1.57%,0.24%,46.33%,0.0%,3.16%,7.33%,1.88%,12.8%,61.18%,38.82%,59.5%,40.5%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,"מנורה מבטחים פנסיה וגמל בע""מ",8812,57.69%,44.32%,21.41%,0.38%,0.9%,0.24%,47.27%,0.0%,3.19%,6.94%,1.87%,14.0%,59.61%,40.39%,57.5%,42.5%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה - מסלול מניות,"מנורה מבטחים פנסיה וגמל בע""מ",2063,71.78%,44.17%,25.24%,0.0%,0.0%,0.0%,58.34%,0.0%,0.01%,16.25%,1.33%,0.88%,79.57%,20.43%,64.38%,35.62%,Pensia.xml
קרן פנסיה,"מנורה מבטחים פנסיה אשראי ואג""ח","מנורה מבטחים פנסיה וגמל בע""מ",13349,19.83%,21.92%,19.07%,13.93%,36.88%,0.0%,15.46%,0.0%,0.0%,3.43%,3.08%,0.72%,78.91%,21.09%,80.9%,19.1%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה בסיסי למקבלי קצבה,"מנורה מבטחים פנסיה וגמל בע""מ",12155,17.24%,18.74%,9.53%,1.24%,4.26%,0.33%,14.13%,0.0%,4.29%,7.89%,1.4%,7.67%,34.21%,65.79%,81.65%,18.35%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה יעד לפרישה 2065,"מנורה מבטחים פנסיה וגמל בע""מ",13303,58.06%,39.13%,21.04%,2.61%,6.72%,0.12%,47.29%,0.0%,1.61%,12.09%,1.8%,3.56%,74.38%,25.62%,66.93%,33.07%,Pensia.xml
קרן פנסיה,"מנורה מבטחים פנסיה מסלול אג""ח ממשלות","מנורה מבטחים פנסיה וגמל בע""מ",15342,0.0%,3.88%,4.18%,54.79%,0.11%,0.76%,0.0%,0.0%,9.42%,3.91%,0.0%,4.37%,63.59%,36.41%,96.27%,3.73%,Pensia.xml
קרן פנסיה,מנורה מבטחים פנסיה מקבלי קצבה קיימים,"מנורה מבטחים פנסיה וגמל בע""מ",2212,0.0%,0.0%,0.0%,31.84%,1.1%,0.0%,0.0%,5.59%,0.0%,1.97%,0.0%,-0.7%,42.05%,57.95%,100.0%,0.0%,Pensia.xml
